2024-01-21 14:17:57,080 INFO    StreamThr :3353 [internal.py:wandb_internal():86] W&B internal server running at pid: 3353, started at: 2024-01-21 14:17:57.079658
2024-01-21 14:17:57,081 DEBUG   HandlerThread:3353 [handler.py:handle_request():146] handle_request: status
2024-01-21 14:17:57,084 INFO    WriterThread:3353 [datastore.py:open_for_write():87] open: /Users/ruilu/udacity_repo/exercise-4/wandb/run-20240121_141757-5x9pd5g3/run-5x9pd5g3.wandb
2024-01-21 14:17:57,084 DEBUG   SenderThread:3353 [sender.py:send():382] send: header
2024-01-21 14:17:57,110 DEBUG   SenderThread:3353 [sender.py:send():382] send: run
2024-01-21 14:17:57,511 INFO    SenderThread:3353 [dir_watcher.py:__init__():211] watching files in: /Users/ruilu/udacity_repo/exercise-4/wandb/run-20240121_141757-5x9pd5g3/files
2024-01-21 14:17:57,511 INFO    SenderThread:3353 [sender.py:_start_run_threads():1136] run started: 5x9pd5g3 with start time 1705864677.079766
2024-01-21 14:17:57,518 DEBUG   HandlerThread:3353 [handler.py:handle_request():146] handle_request: check_version
2024-01-21 14:17:57,518 DEBUG   SenderThread:3353 [sender.py:send_request():409] send_request: check_version
2024-01-21 14:17:57,991 DEBUG   HandlerThread:3353 [handler.py:handle_request():146] handle_request: run_start
2024-01-21 14:17:58,011 DEBUG   HandlerThread:3353 [system_info.py:__init__():27] System info init
2024-01-21 14:17:58,012 DEBUG   HandlerThread:3353 [system_info.py:__init__():42] System info init done
2024-01-21 14:17:58,012 INFO    HandlerThread:3353 [system_monitor.py:start():194] Starting system monitor
2024-01-21 14:17:58,012 INFO    SystemMonitor:3353 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-21 14:17:58,012 INFO    HandlerThread:3353 [system_monitor.py:probe():214] Collecting system info
2024-01-21 14:17:58,013 INFO    SystemMonitor:3353 [interfaces.py:start():190] Started cpu monitoring
2024-01-21 14:17:58,013 DEBUG   HandlerThread:3353 [system_info.py:probe():151] Probing system
2024-01-21 14:17:58,013 INFO    SystemMonitor:3353 [interfaces.py:start():190] Started disk monitoring
2024-01-21 14:17:58,015 INFO    SystemMonitor:3353 [interfaces.py:start():190] Started memory monitoring
2024-01-21 14:17:58,016 INFO    SystemMonitor:3353 [interfaces.py:start():190] Started network monitoring
2024-01-21 14:17:58,029 DEBUG   HandlerThread:3353 [system_info.py:_probe_git():136] Probing git
2024-01-21 14:17:58,070 DEBUG   HandlerThread:3353 [system_info.py:_probe_git():144] Probing git done
2024-01-21 14:17:58,070 DEBUG   HandlerThread:3353 [system_info.py:probe():199] Probing system done
