2024-01-21 15:25:10,420 INFO    StreamThr :7779 [internal.py:wandb_internal():86] W&B internal server running at pid: 7779, started at: 2024-01-21 15:25:10.419975
2024-01-21 15:25:10,422 DEBUG   HandlerThread:7779 [handler.py:handle_request():146] handle_request: status
2024-01-21 15:25:10,425 INFO    WriterThread:7779 [datastore.py:open_for_write():87] open: /Users/ruilu/udacity_repo/exercise_4/wandb/run-20240121_152510-43frkgut/run-43frkgut.wandb
2024-01-21 15:25:10,426 DEBUG   SenderThread:7779 [sender.py:send():382] send: header
2024-01-21 15:25:10,453 DEBUG   SenderThread:7779 [sender.py:send():382] send: run
2024-01-21 15:25:10,868 INFO    SenderThread:7779 [dir_watcher.py:__init__():211] watching files in: /Users/ruilu/udacity_repo/exercise_4/wandb/run-20240121_152510-43frkgut/files
2024-01-21 15:25:10,869 INFO    SenderThread:7779 [sender.py:_start_run_threads():1136] run started: 43frkgut with start time 1705868710.420406
2024-01-21 15:25:10,876 DEBUG   HandlerThread:7779 [handler.py:handle_request():146] handle_request: check_version
2024-01-21 15:25:10,876 DEBUG   SenderThread:7779 [sender.py:send_request():409] send_request: check_version
2024-01-21 15:25:11,024 DEBUG   HandlerThread:7779 [handler.py:handle_request():146] handle_request: run_start
2024-01-21 15:25:11,042 DEBUG   HandlerThread:7779 [system_info.py:__init__():27] System info init
2024-01-21 15:25:11,042 DEBUG   HandlerThread:7779 [system_info.py:__init__():42] System info init done
2024-01-21 15:25:11,042 INFO    HandlerThread:7779 [system_monitor.py:start():194] Starting system monitor
2024-01-21 15:25:11,042 INFO    SystemMonitor:7779 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-21 15:25:11,042 INFO    HandlerThread:7779 [system_monitor.py:probe():214] Collecting system info
2024-01-21 15:25:11,043 INFO    SystemMonitor:7779 [interfaces.py:start():190] Started cpu monitoring
2024-01-21 15:25:11,043 DEBUG   HandlerThread:7779 [system_info.py:probe():151] Probing system
2024-01-21 15:25:11,045 INFO    SystemMonitor:7779 [interfaces.py:start():190] Started disk monitoring
2024-01-21 15:25:11,046 INFO    SystemMonitor:7779 [interfaces.py:start():190] Started memory monitoring
2024-01-21 15:25:11,047 INFO    SystemMonitor:7779 [interfaces.py:start():190] Started network monitoring
2024-01-21 15:25:11,062 DEBUG   HandlerThread:7779 [system_info.py:_probe_git():136] Probing git
2024-01-21 15:25:11,113 DEBUG   HandlerThread:7779 [system_info.py:_probe_git():144] Probing git done
2024-01-21 15:25:11,113 DEBUG   HandlerThread:7779 [system_info.py:probe():199] Probing system done
